ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
182,Tier 2 - High Priority,62.4,False,82,54.0,0.3,0.8,0.4,1.0,Maharashtra,SIA/MH/INFRA2/502872/2026,"“Growel’s 101 Mall” (Shopping Mall and Multiplex) at CTS. No. 151, Growel House, Akurli road, Kandivali (East), Mumbai by M/s. Grauer & Weil (India) Limited",GRAUER & WEIL (INDIA) LIMITED,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/02/2026,Development of Shopping Mall & Multiplex,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
183,Tier 2 - High Priority,62.4,False,82,54.0,0.3,0.8,0.4,1.0,Uttar Pradesh,SIA/UP/INFRA2/567654/2026,"Proposed Commercial Complex on Plot No. SLC- 3, Chi-Phi Extension, Greater Noida. Gautam Budh Nagar, U.P. by Shri Vinayaka Expo Plaza LLP",SHRI VINAYAKA EXPO PLAZA LLP,UTTAR PRADESH,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/02/2026,"M/s Shri Vinayaka Expo Plaza LLP has proposed to develop a Commercial Complex on Plot No. SLC- 3, Chi-Phi Extension, Greater Noida. Gautam Budh Nagar, U.P. The proposed project will comprise of Hotel and Commercial shops etc. The land documents have been enclosed as Annexure I. The project will be spread over in total Plot Area 12572.60 Sq.m & its built-up-Area is 44426.685 Sq.m. As per the EIA Notification 14th September 2006 and its subsequent amendments, the project is falling in the category",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
184,Tier 2 - High Priority,62.4,False,75,57.0,0.3,0.9,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/568059/2026,Digaonmali Stone (Gitti) Quarry,vijay sharma,MADHYA PRADESH,Non-Coal,B2,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 05/02/2026,"It is a stone quarry with a production capacity of 8,000 cubic meter per year gitti having a lease area of 1.50 hectares, previously EC was issued by DEIAA Mandsaur at Khasra No. 289/34 Village Digaonmali, Tehsil Mandsaur, District Mandsaur (M.P.). Now we are applying for fresh EC/Reappraisal in MP-SEIAA as per the Honourable NGT OA 142 of 2022 dtd 07-12-2022.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
185,Tier 2 - High Priority,62.4,False,82,54.0,0.3,0.8,0.4,1.0,Maharashtra,SIA/MH/INFRA2/567192/2026,"Proposed Redevelopment of Residential and Commercial Project at C.T.S. No.1556, 1557, 1559B & 1571 of village Shahad, Taluka Kalyan, Thane 421103 by M/s. Gurudatta Developers",GURUDUTT DEVELOPERS,MAHARASHTRA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 02/02/2026,"Proposed Redevelopment of Residential and Commercial Project at C.T.S. No.1556, 1557, 1559B & 1571 of village Shahad, Taluka Kalyan, Thane 421103 by M/s. Gurudatta Developers",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
186,Tier 2 - High Priority,62.3,False,77,56.0,0.7,0.3333333333333333,0.4,1.0,Maharashtra,SIA/MH/INFRA2/565334/2026,"Environment Clearance for Expansion in Proposed Residential Building “Chheda Greens” on plot bearing S. No. 302 (Old) 181 (New) H no. 9 & 14, S. no. 303 (Old) 179 New, H. No. 1A, 1B, 2, 3, 4, 5, 8, Amalgamation with S. No. 295 (old) 178(new) H. No. 1 of village Navghar, Miraroad (E), Tal and Dist. Thane. By M/s. Chheda Developments.",CHHEDA DEVELOPMENTS,MAHARASHTRA,INFRA-2,B2,Proposal Accepted and Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 19/01/2026,The proposed project is an expansion & amalgamation Project. The current land will be used for residential cum commercial development.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
187,Tier 2 - High Priority,62.2,False,93,49.0,0.3,0.6333333333333333,0.4,1.0,Uttar Pradesh,SIA/UP/MIN/563319/2026,"Proposed Project of Riverbed Sand/Morrum Mining from Riverbed of Betwa River at Gata No- 747, Khand No. 01, Area- 16.195 ha in Village- Pathretha, Tehsil- Kalpi, District- Jalaun, Uttar Pradesh of M/s Parihar Construction, Partner- Shri Balwant Singh.",PARIHAR CONSTRUCTION,UTTAR PRADESH,Non-Coal,B1,Under Examination,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 28/01/2026,"The proposed project has lease area of 16.195 ha and annual production capacity of 2,42,910 tonnes in 6 months. The expected life of the mine is 6 months. Extraction of Sand/ Morrum will be carried out by open cast Semi Mechanized method without adoption of drilling & blasting through bench formation, with production of 1,61,940 cum in 6 months.",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
188,Tier 2 - High Priority,62.1,False,95,48.0,0.3,0.6,0.4,1.0,West Bengal,SIA/WB/MIN/564321/2026,Palla Sand Mine,MAA DURGA COAL TRADERS,WEST BENGAL,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 27/01/2026,"Applicant Maa Durga Coal Traders (Authorized Signatory – Ramjanam Yadab) is the successful highest bidder of Sand Block No.: MEMARI-I/PALLA/4031(P)&OTHS8/C participating in sand block auction conducted by Government of West Bengal and will obtain sand mining lease after deed registration. The mining lease will be granted over an area of 2.05 Hectare/5.07 Acres on river Damodar at plot no: 4031(P),4037(P),4038(P),4039(P),4049(P),4097(P),4098(P); J.L. No.- 45, Mouza: Palla, P.S.- Memari, District:",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
189,Tier 2 - High Priority,62.0,False,90,50.0,0.7,0.0,0.6,1.0,Haryana,SIA/HR/INFRA2/564711/2026,"Expansion of Central University of Haryana, at Village Jant-Pali, Mahendergarh, Haryana.",Central University of Haryana,HARYANA,INFRA-2,B1,Under Examination,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 09/01/2026,"The project was earlier granted Environmental Clearance dated 19.03.2015 for a plot area of 20,71,992.32 m² and a built-up area of 7,12,055.43 m². Now, it is proposed to construct additional buildings within the existing university campus. Accordingly, expansion in Environmental Clearance is required. After expansion, the plot area of the project shall remain the same i.e. 20,71,992.32 m², while the total built-up area will increase from 7,12,055.43 m² to 754365.62 m².",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
190,Tier 2 - High Priority,62.0,False,90,50.0,0.3,0.6666666666666667,0.4,1.0,West Bengal,SIA/WB/MIN/563688/2026,Lohatikri Sand Mine (MSB-2),ANINDU KUMAR DE,WEST BENGAL,Non-Coal,B1,Proposal Accepted and Referred to SEAC,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 29/01/2026,"Lohatikri Sand Mine (MSB-2) is situated at J. L. No. – 136, Plot No. 695(P) & 697(P), Mouza – Lohatikri, Village – Lohatikri, Police Station – Gurguripal, District – Paschim Medinipur, State - West Bengal and it lies on Kangsabati River comprising an area of 5.00 Hectare (12.35 Acres). The block is having replenishable geological resource of riverbed materials consists of mainly Sand in a tune of around 6,91,980 cum in 5 years considering replenishment rate of 90.33%. Barring the safety zone and",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
191,Tier 2 - High Priority,62.0,False,90,50.0,0.7,0.0,0.6,1.0,Uttar Pradesh,SIA/UP/INFRA2/564838/2026,"Expansion Cum Modification of Mixed-Use Development “M3M The Cullinan” on Plot No. 1, Sector-94, Noida, Uttar Pradesh for M/s Lavish Buildmart Pvt. Ltd.",LAVISH BUILDMART PRIVATE LIMITED,UTTAR PRADESH,INFRA-2,B1,Under Examination,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 09/01/2026,"Lavish Buildmart Private Limited, has proposed an Expansion Cum Modification of Mixed-Use Development “M3M The Cullinan”, located at Plot No. 1, Sector-94, Noida, Uttar Pradesh. Owing to refinements in planning and redistribution of built-up components, a minor modification in total built-up area is proposed, changing from 4,82,564 sq.m to 4,82,461.22 sq.m, while the plot area remains unchanged at 52,035 sq.m. As the total built-up area exceeds 1,50,000 sq.m, the project continues to fall under ",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
192,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.7333333333333334,0.4,1.0,Uttar Pradesh,SIA/UP/MIN/567261/2026,"“Ordinary Soil Mining” Project at Gata No.- 720, 722, 844, 848, Village-Palia Menhdi, Tehsil- Budaun, District-Budaun, U.P. (Area – 0.8960 ha). Smt. Usha Mishra",USHA MISHRA,UTTAR PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 31/01/2026,"“Ordinary Soil Mining” Project at Gata No.- 720, 722, 844, 848, Village-Palia Menhdi, Tehsil- Budaun, District-Budaun, U.P. (Area – 0.8960 ha). Smt. Usha Mishra",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
193,Tier 2 - High Priority,61.9,False,92,49.0,0.3,0.5,0.6,1.0,Maharashtra,SIA/MH/INFRA2/566432/2026,"Expansion in environment clearance of proposed S.R. Scheme under Reg. 33(10) of DCPR 2034 on plot bearing C.T.S. No. 610A/ IA/ lA(Pt.), 612, 613, 614, 615, 616, 617, 618, 620A/3 (Pt.), 620A/2/2 (Pt.) & 699 (Pt.) of village - Malad (E), Tal-Borivali Gokuldham General Arunkumar Vaidya Marg, Goregaon (E), Mumbai- 400 063.For ""New Shivaji Nagar SRA CHS (Prop.)"", ""Haji Mohammed Sharif SRA CHS (Prop.)"". ""Vijay Bhagyalaxmi SRA., shree jadebaslingeshwar swami SRA CHS(Prop) by ALCHEMI DEVELOPERS PVT. LTD",ALCHEMI DEVELOPERS PRIVATE LIMITED,MAHARASHTRA,INFRA-2,B1,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 24/01/2026,The proposed project is a SRA project having commercial and Residential buildings.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
194,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8333333333333334,0.4,0.7,Madhya Pradesh,SIA/MP/MIN/564413/2026,Dhouranala Stone (Gitti) Boulder & Murrum Quarry,amrit lal baheliya,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 03/02/2026,"It is a Stone Quarry with a production capacity of Stone(Gitti)4000 m3/year, Boulder 1000 m3/year and Murrum 5000 m3/year having a lease area of 2.96 hectare at Khasra No. 270/2, 271 & 295 (Pvt. land) Village - Dhouranala, Tehsil- Mandla, District- Mandla (M.P.)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
195,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.7666666666666666,0.4,0.9,Madhya Pradesh,SIA/MP/MIN/558529/2026,Tajpur Murrum & Stone Quarry for Gitti & M-sand,laljiram,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 01/02/2026,"The proposed mine site is for Murrum,Stone and M-sand having area 2.00 ha ,Khasra No. 77 VillageTajpur ,Tehsil and District Ujjain (M.P) .",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
196,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8,0.4,0.8,Uttar Pradesh,SIA/UP/MIN/567582/2026,"“Ordinary Soil Mining” Project at Gata No.- 404, 433, 396, 392, 399, Village- Rasulpur Kaili, Tehsil- Chandausi, District-Sambhal, U.P. (Area – 1.9218 ha). Shri Gyanedra Kumar Singh",GYANEDRA KUMAR SINGH,UTTAR PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 02/02/2026,"“Ordinary Soil Mining” Project at Gata No.- 404, 433, 396, 392, 399, Village- Rasulpur Kaili, Tehsil- Chandausi, District-Sambhal, U.P. (Area – 1.9218 ha). Shri Gyanedra Kumar Singh",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
197,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.7333333333333334,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/565263/2026,Gonawadi Crusher Stone Quarry,SHAILENDRA SINGH CHOUHAN,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 31/01/2026,Crusher stone mining project,Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
198,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8333333333333334,0.4,0.7,Uttar Pradesh,SIA/UP/MIN/567794/2026,"Building Stone (Granite), Khanda-Boulder/ Gitti-Ballast Mining Project",dharamveer singh,UTTAR PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 03/02/2026,"Building Stone (Granite), Khanda-Boulder/ Gitti-Ballast Mining Project at Arazi No.216, Khand No.12, Village: Sirvo, Tehsil: Garautha, District: Jhansi, State: Uttar Pradesh, Lease Area. 0.809Ha",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
199,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.7333333333333334,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/567330/2026,Ghutehi Marble Quarry,RAJAS MARBLE INDUSTRIES,MADHYA PRADESH,Non-Coal,B1,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 31/01/2026,"It is a Marble quarry with a production capacity of Max. 5,112 Cu.mt/Year Marble, Max. 20,453 Cu.mt/Year Saleable waste and Max. 65,027 Cu.mt/Year Saleable OB having a lease area of 4.28 hectares , previously EC was issued by DEIAA Jabalpur at Khasra No.- 222/1, 223/1, 233 & 224 Village - Ghutehi, Tehsil- Sihora, District- Jabalpur (M.P.). Then we have applied a new application in Form-2 for fresh EC in SEIAA as per SEIAA policy decision taken in SEIAA agenda 766th Dated 11/01/2023 which is for ",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
200,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8666666666666667,0.4,0.6,Maharashtra,SIA/MH/MIN/568000/2026,"Environmental Clearacne for the Basalt stone quarry of Shri. Tukaram Rambhau Pawar located at gut no. 605 part, Village Pokharni (Nru.), Taluka Parbhani, District Parbhani",TUKARAM PAWAR,MAHARASHTRA,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 04/02/2026,"Environmental Clearacne for the Basalt stone quarry of Shri. Tukaram Rambhau Pawar located at gut no. 605 part, Village Pokharni (Nru.), Taluka Parbhani, District Parbhani",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
201,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8,0.4,0.8,Uttar Pradesh,SIA/UP/MIN/567685/2026,"Transfer of Environmental Clearance for Sand/Morrum Mining project from Gata No.- 2/1, 473Mi, 474 & 659 lease area 4.21 ha, Village- Gopra, Tehsil- Naraini, District- Banda, Uttar Pradesh of M/s Murli Construction",Vaibhav Singh,UTTAR PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 02/02/2026,"Transfer of Environmental Clearance for Sand/Morrum Mining project from Gata No.- 2/1, 473Mi, 474 & 659 lease area 4.21 ha, Village- Gopra, Tehsil- Naraini, District- Banda, Uttar Pradesh of M/s Murli Construction",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
202,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.8333333333333334,0.4,0.7,West Bengal,SIA/WB/MIN/566529/2026,Metayala Quartz Mine,MAITHAN ALLOYS LIMITED,WEST BENGAL,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 03/02/2026,"Metayala Quartz Mine (Applicant- Maithan Alloys Limited), over an area of 1.845 Ha is situated in Village- Metayala, Block- Manbazar-I, District- Purulia & State West Bengal. It is an existing mine. A Letter of Intent (LoI) for Metayala Quartz Mine (Quartz block Auction ID 2O17_WB_533) was issued on 27.06.2O18 for Maithan Alloys Limited via Memo No. VI/1559(1)/2800/M/2O17 Dated, Purulia the, 27.06.2O18. The Environment Clearance was granted by District Level Environment Impact Assessment Authori",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
203,Tier 2 - High Priority,61.9,False,85,52.0,0.3,0.7333333333333334,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/556581/2026,GHUTEHI MARBLE DEPOSIT QUARRY,RAJAS MARBLE INDUSTRIES,MADHYA PRADESH,Non-Coal,B1,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 31/01/2026,"It is a Marble quarry with a production capacity of Max. 3801 cubic meter per year Marble & Max. 7059 cubic meter per year of Saleable waste having a lease area of 4.80 hectares , previously EC was issued by DEIAA Jabalpur at khasra No.– 226/1, 226/2, 227, 228 Village- Ghutehi, Tehsil- Majhauli, District- Jabalpur (M.P.). Then we have applied a new application in Form-2 for fresh EC in SEIAA as per SEIAA policy decision taken in SEIAA agenda 766th Dated 11/01/2023 which is for 0 to 5 hectares wh",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
204,Tier 2 - High Priority,61.8,False,80,54.0,0.3,0.8,0.4,1.0,Maharashtra,SIA/MH/MIN/567617/2026,"Transfer of EC of Sand Ghat at Ajarsonda , River Purna, Vill Ajarsonda Tq. Aundha (Nag.) Dist. Hingoli Nearest Gut no 403,405,416,417,426,427,430,435,437,466,467,474,475,476,404, Area-1.05 Ha, Qty-1855 Brass, in the name of M/s Siddhant Building Materials Suppliers, Prop Mr. Sunil Arun Narwade",SUNIL ARUN NARWADE,MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 02/02/2026,"Transfer of EC of Sand Ghat at Ajarsonda , River Purna, Vill Ajarsonda Tq. Aundha (Nag.) Dist. Hingoli Nearest Gut no 403,405,416,417,426,427,430,435,437,466,467,474,475,476,404, Area-1.05 Ha, Qty-1855 Brass, in the name of M/s Siddhant Building Materials Suppliers, Prop Mr. Sunil Arun Narwade",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
